Title,Synopsis,"Award Type","Next due date (Y-m-d)","Proposals accepted anytime","Program ID","NSF/PD Num",Status,"Posted date (Y-m-d)",URL,Type,"Solicitation URL"
"Materials Research Science and Engineering Centers (MRSEC)","The Materials Research Science and Engineering Centers (MRSECs) program provides sustained support of materials research and education of the highest quality while addressing fundamental problems in science and engineering. Each MRSEC addresses research of a scope and complexity requiring the scale, synergy, and multidisciplinarity provided by a campus-based research center. The MRSECs support materials research infrastructure in the United States, promote active collaboration between universities and other sectors, including industry and international organizations, and contribute to the development of a national network of university-based centers in materials research, education, and facilities. A MRSEC may be located at a single institution, or may involve multiple institutions in partnership, and is composed of two to three Interdisciplinary Research Groups (IRGs), each addressing a fundamental materials science topic aligned with the Division of Materials Research (DMR).",coop,"2025-06-23, 2025-06-23",,5295,nsf25532,Cleared,2025-01-03,https://www.nsf.gov/funding/opportunities/mrsec-materials-research-science-engineering-centers/nsf25-532,Program,https://www.nsf.gov/funding/opportunities/mrsec-materials-research-science-engineering-centers/nsf25-532/solicitation
"Cybersecurity Innovation for Cyberinfrastructure (CICI)","The objective of the Cybersecurity Innovation for Cyberinfrastructure (CICI) program is to advance scientific discovery and innovation by enhancing the security and privacy of cyberinfrastructure. CICI supports efforts to develop, deploy and integrate cybersecurity that will benefit the broader scientific community by securing science data, computation, collaborations workflows, and infrastructure. CICI recognizes the unique nature of modern, complex, data-driven, distributed, rapid, and collaborative science and the breadth of infrastructure and requirements across scientific disciplines, practitioners, researchers, and projects. CICI seeks proposals in four program areas:
1.  Usable and Collaborative Security for Science (UCSS): Projects in this program area should support novel and/or applied security and usability research that facilitates scientific collaboration, encourages the adoption of security into the scientific workflow, and helps create a holistic, integrated security environment that spans the entire scientific cyberinfrastructure ecosystem.
2.  Reference Scientific Security Datasets (RSSD): Projects in this program area should leverage instrumented cyberinfrastructure to capture metadata from scientific workflows and workloads as reference data artifacts that can help support reproducible security research, testing and evaluation.
3.  Transition to Cyberinfrastructure Resilience (TCR): Projects in this program area should improve the robustness, trustworthiness, integrity, and/or resilience of scientific cyberinfrastructure through testing, evaluation, hardening, validation, and technology transition of novel cybersecurity research. The TCR area further encourages transition activities that advance the deployment and use of reproducibility in CI, workflows, and data.
4.  Integrity, Provenance, and Authenticity for Artificial Intelligence Ready Data (IPAAI): Projects in this program area should enhance confidence and reproducibility in AI produced scientific results by improving the integrity, provenance, and authenticity of scientific datasets used by Artificial Intelligence systems.","standard, continuing","2026-01-21, 2026-01-21",,505159,nsf25531,Cleared,2025-01-03,https://www.nsf.gov/funding/opportunities/cici-cybersecurity-innovation-cyberinfrastructure/nsf25-531,Program,https://www.nsf.gov/funding/opportunities/cici-cybersecurity-innovation-cyberinfrastructure/nsf25-531/solicitation
"Proposals for the Future of Designing Accountable Software Systems (DASS)",,,,,,nsf25026,,2025-01-02,https://www.nsf.gov/funding/opportunities/dcl-proposals-future-designing-accountable-software-systems-dass,"Dear colleague letter",
"Collaborations in Artificial Intelligence and Geosciences (CAIG)","The Collaborations in Artificial Intelligence and Geosciences (CAIG) program seeks to advance the development and adoption of innovative artificial intelligence (AI) methods to increase scientific understanding of the Earth system. The program supports projects that advance AI techniques and/or innovative uses of sophisticated or novel AI methods to enable significant breakthroughs in addressing geoscience research question(s) by building partnerships between experts in AI and Geosciences. The key characteristic of a CAIG project is its potential to both answer important geoscience questions and improve AI techniques while also bringing together experts from both the AI and geoscience fields.","standard, continuing","2026-02-04, 2026-02-04",,506237,nsf25530,Cleared,2025-01-02,https://www.nsf.gov/funding/opportunities/caig-collaborations-artificial-intelligence-geosciences/nsf25-530,Program,https://www.nsf.gov/funding/opportunities/caig-collaborations-artificial-intelligence-geosciences/nsf25-530/solicitation
"Supporting Secondary STEM Educator Preparation at TCUP Institutions",,"standard, continuing",,,,nsf25024,,2024-12-31,https://www.nsf.gov/funding/opportunities/dcl-supporting-secondary-stem-educator-preparation-tcup,"Dear colleague letter",
"NSF/CASIS Transport Phenomena Research at the International Space Station to Benefit Life on Earth","The Division of Chemical, Bioengineering, Environmental, and Transport Systems (CBET) and the Division of Civil, Mechanical, and Manufacturing innovation (CMMI) in the Engineering Directorate (ENG) and the Division of Materials Research (DMR) in the Directorate for Mathematical and Physical Sciences (MPS) of the U.S. National Science Foundation (NSF) are partnering with The Center for the Advancement of Science in Space, Inc. (CASIS) to solicit research projects in the general fields of fluid dynamics, particulate and multiphase processes, combustion and fire systems, thermal transport processes, nanoscale interactions, manufacturing methods that employ any of those transport phenomena, and resulting metallic materials, metal nanostructures and ceramic materials that can utilize the International Space Station (ISS) National Lab to conduct research that will benefit life on Earth. Only entities that qualify as ""U.S. Persons"" under 22 U.S. Code §6010, including academic investigators, non-profit independent research laboratories and academic-commercial teams are eligible to submit proposals.",standard,,,506374,nsf25529,Cleared,2024-12-31,https://www.nsf.gov/funding/opportunities/nsfcasis-transport-phenomena-research-international-space/nsf25-529,Program,https://www.nsf.gov/funding/opportunities/nsfcasis-transport-phenomena-research-international-space/nsf25-529/solicitation
"Amplifying STEM Education Investments in and with Rural and Remote Areas and Communities",,,,,,nsf25023,,2024-12-20,https://www.nsf.gov/funding/opportunities/dcl-amplifying-stem-education-investments-rural-remote-areas,"Dear colleague letter",
"Translation and Diffusion (TD)","This solicitation addresses issues of translation and diffusion that arise in moving knowledge gained from fundamental learning and education research toward application in PreK-12 STEM classroom practice or leveraging knowledge derived from effective practice toward driving fundamental research. The first goal of this funding opportunity is to encourage the scientific study of theories, frameworks, and models for the translation and diffusion of knowledge, especially between fields and across contexts and levels-of-analysis (e.g., biological to cognitive/socioemotional to behavioral; individual to classroom to broader demographic variables; lab to classroom to school to district). The second goal is to advance or move specific practice, research or scientific discovery in STEM education reciprocally along the research-practice continuum.
The Translation and Diffusion (TD) solicitation invites four types of proposals: Research on Translation or Diffusion proposals request funding to conduct scholarship that will advance the sciences of translation or diffusion of fundamental research knowledge toward PreK-12 formal STEM education practice by developing or refining theories, frameworks, or models (or adapting those from other domains) and conducting related research. Such proposals may also address the leveraging of effective classroom practices toward the enrichment of foundational research, constructs and models. We note that bi-directional movement across boundaries is a mutually beneficial reciprocal process. Proof-of-Concept Research proposals request funding to explore the feasibility and viability of particular knowledge or products generated from STEM education research toward advancing practice in formal PreK-12 settings (even if it is still basic or applied research and development rather than implementation). The goals are to facilitate the process by which the promise that the initial insight holds for research and practice can be realized. The outcome of such a project would lay the methodological, theoretical, empirical, design, or social foundation for conducting systematic work at the next stage of development or at the next level of analysis. Empirical and theory-building efforts to adapt initial insights from research or practice across significantly different contexts, populations, domains, and levels-of-analysis are also welcome. Synthesis proposals critically integrate the current state of knowledge on a particular topic relevant to translation and diffusion in formal PreK-12 STEM education. Such proposals should include the state of the knowledge across disciplinary communities and across relevant literatures, identify the lacunae in STEM education knowledge, and, where appropriate, lay out the next steps for future research and development. Conference / Workshop proposals relevant to the call are also welcome.","standard, continuing","2026-02-04, 2026-02-04",,506386,nsf25528,Cleared,2024-12-20,https://www.nsf.gov/funding/opportunities/td-translation-diffusion/nsf25-528,Program,https://www.nsf.gov/funding/opportunities/td-translation-diffusion/nsf25-528/solicitation
"Smart and Connected Communities (S&CC)","The purpose of the NSF Smart and Connected Communities (S&CC) program solicitation is to accelerate the creation of novel intelligent technologies and concepts through high-risk/high-reward research that addresses major challenges and issues faced by communities across the US. A “smart and connected community” is defined as a community that synergistically integrates intelligent technologies with the natural and built environments and with the functions of civic institutions and organizations. Proposals submitted to the program should be designed to advance one or more of the following community priorities: economic opportunity and growth; safety and security; human and environmental health and wellness; accessibility of critical services and resources; and the overall quality of life for those who live, work, learn, or travel within the community. To meet the goals of the program, researchers should work with community stakeholders to identify and define challenges the community faces, using that interaction and input to generate high-impact, use-inspired, basic research that advances science and engineering.","standard, continuing","2025-09-08, 2025-09-08",,505364,nsf25527,Cleared,2024-12-19,https://www.nsf.gov/funding/opportunities/scc-smart-connected-communities/nsf25-527,Program,https://www.nsf.gov/funding/opportunities/scc-smart-connected-communities/nsf25-527/solicitation
"Antarctic Research Not Requiring U.S. Antarctic Program Field Support","Through this solicitation, the Antarctic Sciences Section (ANT) of the Office of Polar Programs (OPP) funds cutting-edge research that:

Improves understanding of interactions among the Antarctic region and global systems.
Improves understanding of the dynamic linkages among processes operating in the Antarctic and Southern Ocean and linkages to global Earth systems, which helps inform decision making regarding environmental change.
Advances fundamental understanding of Earth systems and the biological, geochemical, and physical processes in the Antarctic and Southern Ocean as drivers and responders to changes on a global scale.
Expands fundamental knowledge of Antarctic systems, biota, and processes.
Utilizes the unique characteristics of the Antarctic region as a science observing platform.
Builds capacity and enhances diversity in the US workforce for polar-related science.

ANT encourages and supports research that combines disciplinary perspectives and approaches from other fields, research that uses existing data and samples, and other research not requiring a physical presence in Antarctica.  This may include projects conducted at locations outside Antarctica that serve as analogues of Antarctic sites or systems. 
This solicitation does not support projects that would need logistical support from the U.S. Antarctic Program (USAP). Proposers requiring USAP logistical support should consult the Antarctic Sciences web page for current opportunities. Proposers of projects with logistics needs that would be wholly provided by another Antarctic program or organization should contact an ANT Program Officer for guidance. ","standard, continuing","2025-06-02, 2025-06-02",,506099,nsf25526,Cleared,2024-12-18,https://www.nsf.gov/funding/opportunities/antarctic-research-not-requiring-us-antarctic-program-field/nsf25-526,Program,https://www.nsf.gov/funding/opportunities/antarctic-research-not-requiring-us-antarctic-program-field/nsf25-526/solicitation
